BOROUGH,Year,Geo Place Name,Name,Measure,Measure Info,Data_Value,Pollutant_Change,Pollutant_Rate_Change,Stations,Total_Level2,Total_DCFC,Public_Pct,Avg_Level2_Per_Station,Avg_DCFC_Per_Station,EV_Growth_Rate,EV_Station_Density,Chargers_Per_Station,Level2_to_DCFC_Ratio,Time_Since_EV_Adoption
BRONX,2017,Bronx,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",52,-60,-0.5357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Manhattan,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",15,-17,-0.53125,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Manhattan,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",92,-89,-0.49171270718232046,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",107,8,0.08080808080808081,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BRONX,2017,Kingsbridge - Riverdale,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",14,11,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Tottenville and Great Kills (CD3),Fine particles (PM 2.5),Mean,mcg/m3,6.6,-0.40000000000000036,-0.0571428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",55,-52,-0.48598130841121495,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BRONX,2017,Bronx,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",12,3,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southeast Queens,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",3,-2,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,High Bridge - Morrisania,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",15,3,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southwest Queens,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",5,2,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Gramercy Park - Murray Hill,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",5,1,0.25,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BROOKLYN,2017,Brooklyn,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",54,-1,-0.01818181818181818,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,Lower Manhattan,Fine particles (PM 2.5),Mean,mcg/m3,10.5,0.5999999999999996,0.060606060606060566,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Gramercy Park - Murray Hill,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",3,-1,-0.25,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,Bronx,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",108,56,1.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Gramercy Park - Murray Hill,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",7,-8,-0.5333333333333333,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Lower Manhattan,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",40,-52,-0.5652173913043478,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Manhattan,Fine particles (PM 2.5),Mean,mcg/m3,9.6,-0.9000000000000004,-0.08571428571428574,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,East Harlem,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",214,174,4.35,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,Fordham - Bronx Pk,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",150,-31,-0.1712707182320442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",144,8,0.058823529411764705,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,East Harlem,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",31,24,3.4285714285714284,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",28,25,8.333333333333334,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,Chelsea - Clinton,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",64,-150,-0.7009345794392523,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Chelsea - Clinton,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",9,-22,-0.7096774193548387,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Central Harlem - Morningside Heights,Fine particles (PM 2.5),Mean,mcg/m3,8.4,-1.1999999999999993,-0.12499999999999993,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Fine particles (PM 2.5),Mean,mcg/m3,7.9,1.3000000000000007,0.1969696969696971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",118,-26,-0.18055555555555555,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",16,-12,-0.42857142857142855,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BRONX,2017,Kingsbridge - Riverdale,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",66,-84,-0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Long Island City - Astoria,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",6,-7,-0.5384615384615384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge - Riverdale,Fine particles (PM 2.5),Mean,mcg/m3,8,-2.1999999999999993,-0.21568627450980388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",51,-3,-0.05555555555555555,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BRONX,2017,High Bridge - Morrisania,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",9,-5,-0.35714285714285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Flushing - Clearview,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",39,-17,-0.30357142857142855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,East Harlem,Ozone (O3),Mean,ppb,26.9,4.799999999999997,0.21719457013574647,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Ozone (O3),Mean,ppb,29.4,0.5,0.01730103806228374,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BROOKLYN,2017,East New York,Nitrogen dioxide (NO2),Mean,ppb,13.4,-1.799999999999999,-0.11842105263157889,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,Lower Manhattan,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",4,-1,-0.2,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Manhattan,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",28,-43,-0.6056338028169014,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,High Bridge - Morrisania,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",110,44,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southeast Queens,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",19,-20,-0.5128205128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,West Queens,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",10,4,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,West Queens,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",73,54,2.8421052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Flushing - Clearview,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",1,-9,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Fordham - Bronx Pk,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",49,-59,-0.5462962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",8,-1,-0.1111111111111111,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,Gramercy Park - Murray Hill,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",46,-18,-0.28125,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
QUEENS,2017,West Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.9,1,0.14492753623188406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,West Queens,Fine particles (PM 2.5),Mean,mcg/m3,9.6,1.6999999999999993,0.21518987341772142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southwest Queens,Fine particles (PM 2.5),Mean,mcg/m3,8.4,-1.1999999999999993,-0.12499999999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southwest Queens,Nitrogen dioxide (NO2),Mean,ppb,13.3,0.7000000000000011,0.05555555555555564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Bronx,Nitrogen dioxide (NO2),Mean,ppb,15,2,0.15384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Brooklyn,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",7,-1,-0.125,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,Chelsea - Clinton,Nitrogen dioxide (NO2),Mean,ppb,26.2,2.3999999999999986,0.10084033613445371,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Manhattan,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",39,-7,-0.15217391304347827,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Lower Manhattan,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",23,-16,-0.41025641025641024,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,High Bridge - Morrisania,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",37,-26,-0.4126984126984127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,East Harlem,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",127,104,4.521739130434782,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",78,-40,-0.3389830508474576,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
QUEENS,2017,Flushing - Clearview,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",10,-63,-0.863013698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Flushing - Clearview,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",30,-1.6999999999999993,-0.05362776025236591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Fordham - Bronx Pk,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,-4.300000000000001,-0.5180722891566265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,East Harlem,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",5,2,0.6666666666666666,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,High Bridge - Morrisania,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",13,-5.5,-0.2972972972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Lower Manhattan,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",2,-3,-0.6,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
QUEENS,2017,Southeast Queens,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Lower Manhattan,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",7,-5,-0.4166666666666667,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
QUEENS,2017,Southeast Queens,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",6,-13.399999999999999,-0.6907216494845361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Gramercy Park - Murray Hill,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",35,7,0.25,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",10,-42,-0.8076923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",71,-7,-0.08974358974358974,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
BROOKLYN,2017,East New York,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",86,15,0.2112676056338028,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",42,-4.899999999999999,-0.10447761194029848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,0,0,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
QUEENS,2017,Long Island City - Astoria,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",23,13,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Long Island City - Astoria,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",27,-3,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge - Riverdale,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",50,13,0.35135135135135137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Long Island City - Astoria,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",9,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge - Riverdale,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",10,-3,-0.23076923076923078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",5,1,0.25,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
QUEENS,2017,Flushing - Clearview,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",6,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Bedford Stuyvesant - Crown Heights,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",13,-5.199999999999999,-0.2857142857142857,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
MANHATTAN,2017,East Harlem,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",14,7,1,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,High Bridge - Morrisania,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,Williamsburg - Bushwick,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",12,-1,-0.07692307692307693,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
STATEN ISLAND,2017,Staten Island,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",7,-0.5,-0.06666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge Heights and Bedford (CD7),Nitrogen dioxide (NO2),Mean,ppb,16.2,1.1999999999999993,0.07999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Staten Island,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",28,18,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",1,-2,-0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Chelsea - Clinton,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",23,-104,-0.8188976377952756,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Central Harlem - Morningside Heights,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",105,82,3.5652173913043477,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Central Harlem - Morningside Heights,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",38,2.299999999999997,0.06442577030812316,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Chelsea - Clinton,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",8,-6,-0.42857142857142855,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Chelsea - Clinton,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",3,1,0.5,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,Manhattan,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,1,0.3333333333333333,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,High Bridge - Morrisania,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",26,17,1.8888888888888888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Central Harlem - Morningside Heights,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",11,3,0.375,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
BRONX,2017,Northeast Bronx,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",6,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Northeast Bronx,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",55,-55,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BROOKLYN,2017,East New York,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",30,14,0.875,16,60,0,1,3.75,NA,3,0.2318840579710145,3.75,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Staten Island,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",43,15,0.5357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Staten Island,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",10,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,South Beach - Tottenville,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",15,-28,-0.6511627906976745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southwest Queens,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",38,13,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Southwest Queens,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",54,31,1.3478260869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Fordham - Bronx Pk,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",71,16,0.2909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge - Riverdale,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",8,2,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Kingsbridge - Riverdale,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",24,-47,-0.6619718309859155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Queens,Fine particles (PM 2.5),Mean,mcg/m3,7.9,-0.5,-0.05952380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Jamaica,Nitrogen dioxide (NO2),Mean,ppb,13.7,0.3999999999999986,0.030075187969924703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Stapleton - St. George,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",45,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Stapleton - St. George,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",8,1,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,West Queens,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",7,-2,-0.2222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,West Queens,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",4,-2,-0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
BRONX,2017,Fordham - Bronx Pk,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",31,5,0.19230769230769232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
QUEENS,2017,Flushing - Clearview,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",6,-1,-0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MANHATTAN,2017,Central Harlem (CD10),Nitrogen dioxide (NO2),Mean,ppb,27.6,1.4000000000000021,0.053435114503816876,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
MANHATTAN,2017,East Harlem (CD11),Nitrogen dioxide (NO2),Mean,ppb,18.5,-9.100000000000001,-0.32971014492753625,60,175,0,1,2.9166666666666665,NA,-0.23076923076923078,2.727272727272727,2.9166666666666665,NA,3
QUEENS,2017,West Queens,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",19,-35,-0.6481481481481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Stapleton - St. George,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",16,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
STATEN ISLAND,2017,Stapleton - St. George,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",73,28,0.6222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
